customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,default,owns_car,tenure
1897,Cosette,Callar,Female,58,1997/8/20,Product Engineer,n/a,Mass Customer,N,?,Yes,1
1898,Katalin,Mantz,Female,67,1979/11/24,Developer III,Manufacturing,Affluent Customer,N,?????????????????,Yes,12
1899,Lambert,Vardey,Male,29,1997/9/2,,Retail,Affluent Customer,N,???????????????? ????????????????,Yes,4
1900,Noland,Larder,Male,67,1980/8/15,Safety Technician II,Financial Services,Affluent Customer,N,-1,Yes,19
1901,Vail,Southernwood,Male,40,1977/8/22,Budget/Accounting Analyst I,Argiculture,Affluent Customer,N,1.00E+02,No,8
1902,Camille,Vallintine,Female,48,1964/12/1,Environmental Tech,Financial Services,Mass Customer,N,0???? 1???? 2???? 3???? 4???? 5???? 6???? 7???? 8???? 9???? ?,Yes,4
1903,Tucky,Pizzie,Male,8,1973/11/20,Project Manager,n/a,High Net Worth,N,00??$-,Yes,4
1904,Nert,Muglestone,Female,60,1978/1/25,Technical Writer,IT,High Net Worth,N,????????????????,Yes,14
1905,Corabelle,,Female,21,1953/9/17,Help Desk Technician,Manufacturing,Affluent Customer,N,00??$-,No,15
1906,Waylan,Katte,Male,69,1988/4/24,Product Engineer,Retail,Mass Customer,N,,No,22
1907,Lind,Dredge,Male,69,1974/11/4,VP Sales,Health,High Net Worth,N,$1.00,No,18
1908,Jaquelyn,Workman,Female,2,1963/12/10,Help Desk Technician,Financial Services,High Net Worth,N,??test??,Yes,6
1909,Drucill,Laurand,Female,32,1984/12/11,Research Assistant II,Argiculture,Affluent Customer,N,$1.00,Yes,13
1910,Yovonnda,Warrior,Female,20,1959/7/13,Systems Administrator I,Property,High Net Worth,N,1,Yes,14
1911,Hallsy,De Leek,Male,22,1980/6/8,Director of Sales,Manufacturing,Mass Customer,N,???????????(??????????)?????????,No,3
1912,Hall,Grouer,Male,36,1992/11/4,Account Coordinator,Manufacturing,High Net Worth,N,T???????o? ??i????????n???v??????o???????ke?????????????? ?t???????????h????????????e?????????? ?????????h?????????i??????????v???e??????????-m??i?n??????????d????????????? ?????????r???e?p??r????????e???????s?,No,7
1913,Tamiko,Fergie,Female,36,1973/11/2,Dental Hygienist,Health,Mass Customer,N,??????,Yes,17
1914,Clyve,Sandwick,Male,72,1968/6/21,VP Product Management,Financial Services,Mass Customer,N,??????????????????????,No,5
1915,Dusty,Tesimon,Female,40,1953/10/12,Social Worker,Health,Mass Customer,N,?? ? ? ?,Yes,12
1916,Redd,O'Crowley,Male,71,1995/3/5,Computer Systems Analyst II,Retail,High Net Worth,N,???????????????? ????????????????,Yes,7
1917,Raquela,Schimpke,Female,7,1973/7/28,Senior Sales Associate,Argiculture,Affluent Customer,N,?????????T?????????h???e??????????? ?????????N???e???z??????p??????????e???????r???????????d?????????i?????????a???????n?? ???????h???i???v???e????-????????m??????i?????n??d??? ??????o?????????,Yes,8
1918,Devin,Sandeson,U,83,,Staff Accountant II,IT,Affluent Customer,N,,No,
1919,Bartie,Hartburn,Male,40,1960/12/23,VP Product Management,Argiculture,Mass Customer,N,??????,Yes,19
1920,Rutter,Marlen,Male,29,1988/1/6,Sales Associate,Financial Services,Mass Customer,N,??,No,13
1921,Cybill,Wakes,Female,70,1982/12/3,Accountant III,n/a,Mass Customer,N,?,No,17
1922,Ailene,Tomkies,Female,7,1969/11/11,Speech Pathologist,n/a,High Net Worth,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,Yes,5
1923,Immanuel,Farlamb,Male,52,1970/8/23,Health Coach IV,Health,Mass Customer,N,-1.00E+02,No,9
1924,Eolande,Kauscher,Female,94,1965/12/1,VP Product Management,n/a,Mass Customer,N,,Yes,14
1925,Amaleta,Dickens,Female,34,1982/1/28,,n/a,Mass Customer,N,??????????????????????,Yes,7
1926,Stefano,Menhenitt,Male,72,1957/11/15,Senior Cost Accountant,Financial Services,High Net Worth,N,",./;'[]\-=",Yes,10
1927,Masha,Bibbie,Female,11,1975/7/15,Software Test Engineer I,Manufacturing,Affluent Customer,N,?? ? ? ? ? ? ? ?,Yes,8
1928,Sully,Dorling,Male,2,1977/9/24,Chemical Engineer,Manufacturing,High Net Worth,N,?????????,Yes,13
1929,Elka,Crossgrove,Female,79,1986/10/12,Food Chemist,Health,Affluent Customer,N,"''''""",No,20
1930,Ambrose,Bleasby,Male,27,1996/6/14,Speech Pathologist,Manufacturing,High Net Worth,N,?????????????????,No,3
1931,Boris,Syres,Male,85,1973/11/6,Senior Developer,Health,Affluent Customer,N,???,No,6
1932,Sybila,Enefer,Female,98,1977/1/3,Librarian,Entertainment,Affluent Customer,N,<svg><script>0<1>alert('XSS')</script>,Yes,3
1933,Ephraim,Fulep,Male,72,1980/9/10,Automation Specialist I,Manufacturing,Affluent Customer,N,"??????????????????, ?????????? ???????????, ????? ?????????????????, ???????? ????????????",No,18
1934,Bryant,Tordiffe,Male,70,1963/1/17,Budget/Accounting Analyst IV,n/a,Affluent Customer,N,(??????????????? ?????),Yes,14
1935,Galvan,,Male,72,1974/11/13,Senior Sales Associate,n/a,Mass Customer,N,NIL,No,9
1936,Gisella,Scad,Female,36,1964/7/8,Junior Executive,Manufacturing,Mass Customer,N,',Yes,12
1937,Renaud,Gahagan,Male,69,1974/1/8,Quality Engineer,Health,Mass Customer,N,??????????????????,No,19
1938,Austin,Toopin,U,47,,Automation Specialist IV,IT,Mass Customer,N,,Yes,
1939,Pierce,Cheke,Male,81,1992/5/3,Safety Technician I,n/a,Mass Customer,N,??test??,Yes,8
1940,Gabriellia,Coulter,Female,52,1977/3/2,Teacher,Manufacturing,High Net Worth,N,$1.00,Yes,8
1941,Dmitri,Eleshenar,Male,83,1992/5/23,Librarian,Entertainment,Mass Customer,N,??????,No,2
1942,Abe,Townby,Male,0,1987/1/8,Programmer Analyst II,Financial Services,High Net Worth,N,-1.00E+02,No,19
1943,Armstrong,Style,Male,35,1985/10/3,Senior Cost Accountant,Financial Services,Affluent Customer,N,"??????????????????, ?????????? ???????????, ????? ?????????????????, ???????? ????????????",Yes,13
1944,Gregory,Balchin,Male,73,1980/7/30,Programmer III,Argiculture,High Net Worth,N,??????????????????,Yes,8
1945,Griffin,Gisbourn,Male,88,1978/7/10,Software Test Engineer II,n/a,High Net Worth,N,!@#$%^&*(),Yes,9
1946,Brannon,Gladman,Male,37,1959/1/4,Systems Administrator III,n/a,Mass Customer,N,???,No,8
1947,Gretta,Patrone,Female,66,1963/12/11,Geologist II,Telecommunications,Affluent Customer,N,",???:*:????( ?? ? ?? )???:*:????",Yes,18
1948,Elizabeth,Applewhaite,Female,30,1964/6/8,,Entertainment,Mass Customer,N,?????(???????,No,11
1949,Onida,Cockshot,Female,9,1954/5/10,Legal Assistant,Manufacturing,Mass Customer,N,??nb??l? ?u???? ???olop ?? ???oq?l ?n ?unp??p???u?? ??od???? po??sn??? op p?s '???l? ?u???s??d??p? ??n?????suo? '????? ???s ??olop ??nsd?? ?????o??,No,7
1950,Berne,Fulkes,Male,27,1963/10/7,Web Developer II,Manufacturing,Affluent Customer,N,???????????test???????????? ??????????,Yes,19
1951,Rockie,MacCosty,Male,93,2000/6/7,Health Coach II,Manufacturing,Mass Customer,N,??,Yes,2
1952,Patrica,Donativo,Female,35,1974/1/29,Payment Adjustment Coordinator,Health,Mass Customer,N,-1.00E+02,Yes,9
1953,Luisa,McGlue,Female,23,1978/6/5,Paralegal,Financial Services,High Net Worth,N,??????????????,No,12
1954,Greg,Iacovo,Male,88,1967/11/29,VP Sales,Manufacturing,Affluent Customer,N,??? ???? ??? ??? ??? ???,No,5
1955,Thornton,Vereker,Male,18,1980/11/22,Environmental Specialist,n/a,Mass Customer,N,??? ???? ??? ??? ??? ???,No,11
1956,Omero,Murra,Male,36,1994/7/8,Human Resources Assistant I,Health,Affluent Customer,N,,Yes,3
1957,Gary,Eager,Male,1,1977/9/19,Accountant IV,Property,Affluent Customer,N,"??????????????????, ?????????? ???????????, ????? ?????????????????, ???????? ????????????",No,4
1958,Janina,Keme,Female,62,1985/9/1,Professor,n/a,Mass Customer,N,?,No,22
1959,Arlen,Klossek,Male,3,1978/9/18,Director of Sales,Health,Mass Customer,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,Yes,16
1960,Falkner,Jochens,Male,86,1978/7/3,Software Engineer II,n/a,Mass Customer,N,1.00E+02,Yes,10
1961,Licha,Lyes,Female,10,1960/11/22,Physical Therapy Assistant,n/a,Mass Customer,N,??????????????????????,Yes,15
1962,Paddie,Grunder,Male,13,1977/11/1,Sales Representative,Retail,Mass Customer,N,1;DROP TABLE users,Yes,22
1963,Syman,Trimnell,Male,81,1998/3/18,Biostatistician I,Argiculture,Mass Customer,N,"__??(,_,*)",Yes,4
1964,Cara,Campbell-Dunlop,Female,60,1964/6/19,Mechanical Systems Engineer,Financial Services,Affluent Customer,N,',Yes,9
1965,Bendicty,Powrie,Male,81,1973/12/14,Web Designer III,Retail,Mass Customer,N,?????????????????????,Yes,3
1966,Moshe,Nicholl,Male,75,1993/10/31,,Financial Services,High Net Worth,N,???????? ?????????,No,3
1967,Nomi,,Female,88,1985/11/19,Chemical Engineer,Manufacturing,Affluent Customer,N,"''''""",Yes,17
1968,Frederica,Hughman,Female,31,1994/6/12,Librarian,Entertainment,Mass Customer,N,-1,No,1
1969,Dimitry,Kunkler,Male,54,1961/7/6,Teacher,IT,Mass Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },Yes,19
1970,Carl,Eyre,Male,51,1982/8/23,Desktop Support Technician,Manufacturing,Mass Customer,N,?,No,7
1971,Mariel,Dyke,Female,49,1998/2/10,,Manufacturing,Mass Customer,N,,Yes,4
1972,Obed,Pauler,Male,12,1989/7/14,,IT,Mass Customer,N,null,Yes,2
1973,Fanni,Liffe,Female,52,1980/1/11,Media Manager IV,Financial Services,High Net Worth,N,??test??,No,5
1974,Aharon,Moller,Male,67,1958/6/15,Administrative Officer,n/a,Mass Customer,N,1,Yes,15
1975,Tommie,Midden,Female,39,1965/10/19,Product Engineer,Health,Affluent Customer,N,?,No,4
1976,Letitia,Coan,Female,84,1975/8/16,Product Engineer,Manufacturing,Mass Customer,N,null,No,11
1977,Myrtia,Paschke,Female,28,1977/10/4,,Manufacturing,Mass Customer,N,1.00E+02,Yes,5
1978,Marge,Skerm,Female,53,1955/1/6,Dental Hygienist,Health,Mass Customer,N,"??? ???? ??????? ????????????????, ?????????? ??????????????? ??? ????. ???? ????? ??????????? ????????? ????. ????? ???????????? ?????????????-???????? ??? ??????. ????????? ??????????? ???? ???, ?????? ?",No,16
1979,Ephrem,Cariss,Male,98,1960/5/15,Statistician III,Manufacturing,Mass Customer,N,,Yes,11
1980,Kenneth,Viall,Male,97,1992/6/20,Food Chemist,Health,High Net Worth,N,?????????,Yes,7
1981,Calv,Zelland,Male,62,1986/1/30,Sales Associate,n/a,Affluent Customer,N,??????,No,12
1982,Julee,Hallewell,Female,80,1968/3/30,Senior Cost Accountant,Financial Services,High Net Worth,N,,Yes,16
1983,Kimberlee,Soonhouse,Female,6,1963/3/10,Assistant Media Planner,Entertainment,Affluent Customer,N,NIL,Yes,18
1984,Hewett,Alessandretti,Male,70,1999/6/1,Information Systems Manager,Health,Mass Customer,N,?????????,Yes,1
1985,Chrysler,Longstaffe,Female,1,1978/12/2,Computer Systems Analyst I,n/a,Mass Customer,N,??test??,Yes,16
1986,Melania,Ruske,Female,53,1981/12/30,,Retail,Mass Customer,N,test??test??,No,16
1987,Jacobo,Rosenblum,Male,56,1956/6/8,Research Associate,Health,Affluent Customer,N,-0.5,No,8
1988,Kelwin,Goldsmith,Male,27,1957/4/15,Recruiting Manager,Property,Mass Customer,N,??test??,No,8
1989,Emalee,Guitel,Female,46,1973/7/21,Graphic Designer,Property,High Net Worth,N,(???????????????? ?????,Yes,17
1990,Mira,Askham,U,9,,Senior Financial Analyst,Financial Services,High Net Worth,N,,No,
1991,Tobe,Godrich,Male,35,1993/9/27,Research Nurse,Health,Mass Customer,N,???,Yes,8
1992,Shanta,Attrill,Female,28,1995/10/21,Web Developer I,Manufacturing,Mass Customer,N,Z????????A????????L??????????G??O?????,Yes,3
1993,Agustin,Isworth,Male,82,1980/7/27,Accounting Assistant II,n/a,High Net Worth,N,???????????????? ????????????????,Yes,3
1994,Gray,McLorinan,Female,71,1986/4/25,,Manufacturing,High Net Worth,N,???????,No,11
1995,Mabel,Sallter,Female,6,1969/3/26,Automation Specialist II,n/a,Mass Customer,N,',Yes,11
1996,Filmer,Furby,Male,4,1985/12/29,Structural Engineer,Manufacturing,Mass Customer,N,-0.5,No,4
1997,Tedmund,Simonsson,Male,57,1996/9/27,Structural Engineer,n/a,Mass Customer,N,<script>alert('hi')</script>,No,5
1998,Hamil,Britch,Male,13,1975/3/26,Media Manager IV,Manufacturing,High Net Worth,N,,No,21
1999,Raquel,Bamlett,Female,6,1962/8/16,Nuclear Power Engineer,Manufacturing,Mass Customer,N,??????,Yes,7
2000,Kain,Rene,U,68,,Assistant Professor,IT,High Net Worth,N,,Yes,
2001,Mada,Martinho,Female,21,1977/10/6,Analog Circuit Design manager,Manufacturing,Mass Customer,N,???????,Yes,3
2002,Matilde,Hamsher,Female,55,1971/6/20,Mechanical Systems Engineer,Financial Services,Mass Customer,N,,No,12
2003,Lilli,Hargey,Female,80,1962/6/21,Statistician III,Manufacturing,High Net Worth,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,Yes,8
2004,Brandy,Showering,Male,16,1963/6/12,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,??????????????????????,Yes,10
2005,Marina,McElwee,Female,41,1978/8/20,Accountant I,Manufacturing,High Net Worth,N,-1.00E+00,No,17
2006,Hyacinthia,Tuley,Female,33,1999/10/4,Senior Developer,Property,High Net Worth,N,00??$-,Yes,2
2007,Gail,Scarrisbrick,Male,8,1970/4/13,Programmer I,Manufacturing,Mass Customer,N,?????????,Yes,15
2008,Jamill,Cudd,Male,77,1993/7/27,Analyst Programmer,Financial Services,Mass Customer,N,1,Yes,3
2009,Neilla,Castrillo,Female,19,1960/3/16,Staff Accountant IV,Health,Affluent Customer,N,"""'",Yes,19
2010,Duff,Guyer,Male,88,1974/1/31,Data Coordiator,Manufacturing,High Net Worth,N,1.00E+02,Yes,7
2011,Guthrie,MacAne,Male,68,1978/1/22,VP Sales,Manufacturing,High Net Worth,N,??H????????e? ?????????w?h????o???????? ???????W??????a?????i??????????t??????s???? ??????B????????e??h????????i?????????????n?d?????? ???????????T????????h??????e????? ?????W???????a???????,Yes,12
2012,Maisey,Lavell,Female,55,1972/9/7,Health Coach I,Health,High Net Worth,N,"__??(,_,*)",No,4
2013,Marge,Girault,Female,99,1995/8/10,Registered Nurse,Health,Affluent Customer,N,!@#$%^&*(),Yes,19
2014,Sandye,Avraam,Female,49,1990/5/25,Associate Professor,Manufacturing,Mass Customer,N,1,Yes,8
2015,Charyl,Sibson,Female,6,1974/2/19,Health Coach IV,Health,Affluent Customer,N,?,No,7
2016,Laraine,Merioth,Female,89,1998/11/19,Executive Secretary,Retail,Affluent Customer,N,?????I?????n???v????ok??????i?????????n??????????g?????????? ??t???h???e???? ??????f??????e??e??????l???i??????n????????g? ??o?????f????? ???????c?????????h????????a??????o??????s????????????.??,Yes,1
2017,Ezri,Sadry,Male,67,1995/2/11,Programmer II,Financial Services,Affluent Customer,N,../../../../../../../../../../../etc/hosts,Yes,6
2018,Richie,Matts,Male,80,1963/1/30,Senior Developer,Financial Services,Affluent Customer,N,1/0,No,12
2019,Neda,Perkis,Female,48,1953/9/13,VP Marketing,Entertainment,High Net Worth,N,??test??,No,17
2020,Portia,Proudlock,Female,50,1971/5/6,Biostatistician IV,Property,Affluent Customer,N,00??$-,Yes,14
2021,Ulrica,Abelwhite,U,31,,Software Test Engineer I,IT,High Net Worth,N,,Yes,
2022,Mortimer,Iremonger,Male,79,1982/7/3,,IT,Affluent Customer,N,-$1.00,No,7
2023,Marco,Denziloe,Male,15,1971/1/11,Associate Professor,n/a,High Net Worth,N,/dev/null; touch /tmp/blns.fail ; echo,No,10
2024,Elinor,Biggerstaff,Female,69,2000/7/14,VP Sales,IT,Mass Customer,N,??? ???? ??? ??? ??? ???,Yes,2
2025,Agosto,Thon,Male,59,1982/4/15,VP Quality Control,n/a,Mass Customer,N,../../../../../../../../../../../etc/hosts,Yes,3
2026,Anabelle,Rogerson,Female,62,1987/9/18,Structural Engineer,Property,Mass Customer,N,???????,Yes,7
2027,Whitney,Dahle,Male,89,1964/9/2,VP Product Management,n/a,High Net Worth,N,`?????????????????????,No,10
2028,Cathy,Parmley,Female,25,1976/12/10,Director of Sales,Retail,Affluent Customer,N,T???????o? ??i????????n???v??????o???????ke?????????????? ?t???????????h????????????e?????????? ?????????h?????????i??????????v???e??????????-m??i?n??????????d????????????? ?????????r???e?p??r????????e???????s?,Yes,18
2029,Charlie,Hastilow,Male,10,1992/3/10,Nurse,Manufacturing,Mass Customer,N,-1.00E+02,No,7
2030,Xymenes,Sprull,Male,3,1961/1/9,Administrative Officer,Property,High Net Worth,N,"??? ???? ??????? ????????????????, ?????????? ??????????????? ??? ????. ???? ????? ??????????? ????????? ????. ????? ???????????? ?????????????-???????? ??? ??????. ????????? ??????????? ???? ???, ?????? ?",No,15
2031,Philbert,Albone,Male,99,1987/1/21,Geologist III,n/a,Mass Customer,N,?????????????????,No,12
2032,Theodore,Chicchelli,Male,98,1983/9/9,Quality Control Specialist,Property,Mass Customer,N,??test??,Yes,9
2033,Mar,Philippon,Male,36,1971/8/31,Dental Hygienist,Health,High Net Worth,N,??????,No,10
2034,June,Haslam,Female,87,1974/1/10,Speech Pathologist,Manufacturing,Mass Customer,N,1.00E+02,No,8
2035,Kylie,Terese,Male,40,1979/6/1,Senior Developer,Health,Mass Customer,N,,No,19
2036,Alix,Gilliland,Female,11,1977/4/29,,n/a,Mass Customer,N,??,No,17
2037,Irwin,Ryall,Male,19,1989/1/4,VP Marketing,IT,Mass Customer,N,?,No,6
2038,Fae,Done,Female,9,1959/11/26,Structural Engineer,Financial Services,Mass Customer,N,$1.00,Yes,5
2039,Laureen,Blower,Female,38,1978/3/26,Senior Developer,IT,High Net Worth,N,(???? ? ????),Yes,7
2040,Gal,Scardafield,Male,25,1969/9/5,VP Sales,Retail,Affluent Customer,N,?????(???????,Yes,12
2041,Mort,Heath,Male,52,1957/10/27,VP Accounting,Financial Services,Mass Customer,N,-1,No,17
2042,Bendix,Cooke,Male,65,1968/8/14,Registered Nurse,Health,Mass Customer,N,"<>?:""{}|_+",No,17
2043,Veronike,Clampett,Female,67,1977/9/5,Software Consultant,n/a,Mass Customer,N,-1.00E+02,No,7
2044,Leyla,Eddington,Female,84,1998/8/2,Quality Engineer,Health,Mass Customer,N,?,Yes,1
2045,Hermina,Franzel,Female,15,1984/7/3,VP Sales,Financial Services,High Net Worth,N,-1.00E+02,No,15
2046,Charis,Maas,Female,3,1959/7/27,Marketing Manager,n/a,Mass Customer,N,NIL,Yes,13
2047,Kirsten,Slegg,Female,45,1975/4/13,Paralegal,Financial Services,Affluent Customer,N,???????????(??????????)?????????,Yes,21
2048,Sorcha,Genthner,Female,22,1960/4/13,Financial Advisor,Financial Services,High Net Worth,N,?????(???????,No,13
2049,Jud,Purchon,Male,21,1962/2/12,Assistant Professor,Manufacturing,High Net Worth,N,?????????????????,No,5
2050,Opal,Costa,Female,22,1954/6/26,Business Systems Development Analyst,n/a,Mass Customer,N,?????????,Yes,5
2051,Teresita,Drinnan,Female,8,1959/6/15,Geological Engineer,Manufacturing,Affluent Customer,N,',No,20
2052,Ganny,Sealeaf,Male,5,1955/11/30,,Retail,Mass Customer,N,??????????????????????,Yes,8
2053,Horatius,Dufton,Male,7,1978/5/28,,Financial Services,Affluent Customer,N,?????????,Yes,11
2054,Horace,Gilpillan,Male,12,1995/8/21,,Manufacturing,Mass Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },Yes,22
2055,Harmon,Bakster,Male,46,1980/9/14,Administrative Assistant III,Retail,High Net Worth,N,"__??(,_,*)",No,7
2056,Cristin,Smoughton,Female,65,1986/3/4,Biostatistician IV,Property,High Net Worth,N,-1,No,22
2057,Elianora,Sally,Female,99,1959/10/4,Accounting Assistant IV,Manufacturing,Affluent Customer,N,???????? ?????????,Yes,15
2058,Ronna,Wickersham,Female,99,1978/2/4,Database Administrator I,Argiculture,High Net Worth,N,(???? ? ????),No,7
2059,Kylen,Gimson,Female,21,1977/2/15,Graphic Designer,n/a,High Net Worth,N,$1.00,No,12
2060,Constancia,Akram,Female,17,1959/1/23,Statistician II,Financial Services,Mass Customer,N,?,No,17
2061,Loralyn,,Female,71,1983/1/24,Technical Writer,Manufacturing,High Net Worth,N,(???? ? ????),No,4
2062,Guillermo,Kolakovic,Male,67,1976/8/19,Junior Executive,Retail,Mass Customer,N,?,No,18
2063,Benny,Crudge,Male,55,1963/6/17,Clinical Specialist,Health,Affluent Customer,N,1'; DROP TABLE users--,No,16
2064,Reynard,Jaffrey,Male,99,1969/5/19,VP Marketing,Health,Mass Customer,N,?????????,Yes,18
2065,Silvio,Henrichs,Male,66,1978/3/13,Technical Writer,Retail,Mass Customer,N,?,Yes,12
2066,Skipp,McLarens,Male,91,1969/12/21,Food Chemist,Health,High Net Worth,N,-1,Yes,12
2067,Slade,Mulvin,Male,81,1979/5/5,Registered Nurse,Health,Mass Customer,N,01-Feb,No,17
2068,Wandie,Nare,Female,23,1956/8/8,Account Representative I,n/a,High Net Worth,N,../../../../../../../../../../../etc/hosts,No,8
2069,Sol,Holdron,U,32,,Software Test Engineer IV,IT,Mass Customer,N,,Yes,
2070,Tiphany,Leppington,Female,0,1981/12/5,Recruiting Manager,n/a,Mass Customer,N,<script>alert('hi')</script>,No,8
2071,Ardis,Ramelet,Female,69,1978/2/7,,n/a,Mass Customer,N,-1.00E+02,No,10
2072,Margie,Tillyer,Female,30,1960/4/20,Environmental Specialist,Financial Services,Mass Customer,N,/dev/null; touch /tmp/blns.fail ; echo,Yes,9
2073,Linea,,Female,87,1974/1/30,,Manufacturing,High Net Worth,N,"<>?:""{}|_+",Yes,10
2074,Roslyn,Rawdall,Female,90,1997/6/11,,Financial Services,Mass Customer,N,1.00E+02,No,4
2075,Devondra,Jovis,Female,95,1973/4/23,Environmental Tech,Manufacturing,Mass Customer,N,1.00E+02,No,8
2076,Beatriz,Tweddle,Female,73,1969/6/3,Assistant Manager,Manufacturing,Mass Customer,N,1,Yes,5
2077,Tobe,Lindroos,Female,67,1992/2/26,Cost Accountant,Financial Services,Mass Customer,N,!@#$%^&*(),Yes,7
2078,Joice,Govett,Female,15,1989/8/30,Computer Systems Analyst III,Manufacturing,Mass Customer,N,?,No,3
2079,Eda,,Female,49,1956/7/29,Account Executive,n/a,High Net Worth,N,!@#$%^&*(),No,11
2080,Rosamond,Sainer,Female,15,1959/8/7,Human Resources Assistant IV,n/a,High Net Worth,N,?,No,17
2081,Gelya,Coaker,Female,69,1972/6/21,Senior Editor,Financial Services,Mass Customer,N,<img src=x onerror=alert('hi') />,No,13
2082,Sybyl,Beekman,Female,38,1979/12/7,Legal Assistant,Health,Affluent Customer,N,???????????????? ????????????????,Yes,19
2083,Karee,Ortler,Female,5,1980/7/18,,n/a,Mass Customer,N,"??? ???? ??????? ????????????????, ?????????? ??????????????? ??? ????. ???? ????? ??????????? ????????? ????. ????? ???????????? ?????????????-???????? ??? ??????. ????????? ??????????? ???? ???, ?????? ?",No,4
2084,Britni,Menguy,Female,6,1986/10/3,,IT,Mass Customer,N,???? ? ? ? ? ? ? ? ? ? ? ? ? ? ?,Yes,17
2085,Carolynn,Samsin,Female,83,1956/5/3,Pharmacist,Health,Mass Customer,N,????test??,No,11
2086,Gayle,Cockerell,Male,68,1997/1/3,Senior Cost Accountant,Financial Services,High Net Worth,N,?,No,1
2087,Yehudi,Sandon,Male,76,1969/6/8,Administrative Officer,IT,Mass Customer,N,??test??,Yes,15
2088,Ernie,Wankel,Male,2,1969/10/9,Senior Financial Analyst,Financial Services,Mass Customer,N,/dev/null; touch /tmp/blns.fail ; echo,Yes,14
2089,Erie,Ballston,Male,93,1958/1/7,Safety Technician I,Financial Services,High Net Worth,N,?????????,No,15
2090,Stanton,Schimoni,Male,63,1964/12/5,Help Desk Technician,Financial Services,Mass Customer,N,?????(???????,Yes,17
2091,Dominga,Crosfield,Female,27,1980/6/22,Office Assistant II,Argiculture,Mass Customer,N,??,No,9
2092,Stavros,Hazelby,Male,14,1977/12/22,Safety Technician IV,Manufacturing,High Net Worth,N,",./;'[]\-=",No,18
2093,Salem,Doiley,Male,94,1999/9/10,Programmer II,Financial Services,High Net Worth,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },No,2
2094,Merle,Pesticcio,Male,15,1984/1/27,Biostatistician IV,n/a,Mass Customer,N,../../../../../../../../../../../etc/hosts,No,16
2095,Anette,Guerreiro,Female,69,1989/11/13,Account Executive,Manufacturing,Affluent Customer,N,1.00E+96,No,8
2096,Torrie,Smartman,Female,74,1969/5/21,Programmer III,Telecommunications,High Net Worth,N,"''''""",Yes,12
2097,Web,Decaze,Male,38,1988/4/8,Recruiter,Telecommunications,Mass Customer,N,??????????????????,No,21
2098,Ame,Tossell,Female,82,1969/12/13,Dental Hygienist,Health,High Net Worth,N,"??? ???? ??????? ????????????????, ?????????? ??????????????? ??? ????. ???? ????? ??????????? ????????? ????. ????? ???????????? ?????????????-???????? ??? ??????. ????????? ??????????? ???? ???, ?????? ?",No,16
2099,Mikel,McKechnie,Male,40,1959/10/3,Senior Cost Accountant,Financial Services,High Net Worth,N,00??$-,Yes,19
2100,Der,Blatcher,Male,34,1978/5/30,Marketing Assistant,IT,Mass Customer,N,,No,14
2101,Maryann,,Female,71,1998/3/8,General Manager,n/a,Mass Customer,N,?????????,Yes,2
2102,Carl,Penquet,Male,80,1976/1/8,Senior Editor,n/a,Affluent Customer,N,????,No,5
2103,Jayme,Hendin,Male,94,1975/9/22,Business Systems Development Analyst,Financial Services,Affluent Customer,N,?????????????????????,No,18
2104,Livy,Roote,Female,31,1979/1/29,Structural Analysis Engineer,Financial Services,Mass Customer,N,??,No,11
2105,Terrance,Goligher,Male,29,1971/11/11,Food Chemist,Health,High Net Worth,N,??nb??l? ?u???? ???olop ?? ???oq?l ?n ?unp??p???u?? ??od???? po??sn??? op p?s '???l? ?u???s??d??p? ??n?????suo? '????? ???s ??olop ??nsd?? ?????o??,Yes,6
2106,Antons,Ley,Male,91,1970/3/19,Project Manager,Financial Services,High Net Worth,N,-0.5,Yes,13
2107,Dre,Ferrillo,Female,2,1992/7/10,Biostatistician IV,IT,Affluent Customer,N,???,Yes,4
2108,Michel,O'Halligan,Female,41,1985/11/24,Software Test Engineer IV,Property,Mass Customer,N,(???? ? ????),Yes,18
2109,Grazia,Vinson,Female,14,1965/4/13,Account Representative II,Health,High Net Worth,N,??H????????e? ?????????w?h????o???????? ???????W??????a?????i??????????t??????s???? ??????B????????e??h????????i?????????????n?d?????? ???????????T????????h??????e????? ?????W???????a???????,Yes,18
2110,Gard,Marris,Male,29,1973/7/31,Human Resources Assistant III,Manufacturing,High Net Worth,N,$1.00,No,14
2111,Ellis,Vokes,Male,98,1973/12/28,Speech Pathologist,Property,Affluent Customer,N,??????,Yes,12
2112,Aubrie,Glaum,Female,64,1993/5/17,Accounting Assistant I,Financial Services,Mass Customer,N,??????????????,Yes,6
2113,Nita,Bushell,Female,91,1972/1/6,Internal Auditor,Manufacturing,Affluent Customer,N,1'; DROP TABLE users--,No,17
2114,Erick,Caveill,Male,78,1954/11/29,Safety Technician III,Argiculture,High Net Worth,N,???????,No,19
