first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,,Age,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value
Alon,,Male,17,23-06-1999,1999,22,Accountant IV,n/a,Affluent Customer,N,No,9,770 Crest Line Parkway,4218,QLD,Australia,3,329,1
Ahmed,Pickthorne,Male,46,25-12-1959,1959,62,Marketing Manager,n/a,High Net Worth,N,Yes,15,50 American Street,2147,NSW,Australia,9,329,1
Nil,Shirer,Male,64,27-09-1997,1997,24,Librarian,Entertainment,Mass Customer,N,Yes,7,4793 Mcbride Pass,3013,VIC,Australia,8,329,1
Erhard,O'Moylane,Male,33,27-05-1978,1978,43,Media Manager I,Retail,Affluent Customer,N,Yes,9,01124 Dottie Lane,3630,VIC,Australia,2,334,0.99875
Vitia,Axtens,Female,62,08-08-1945,1945,76,Financial Advisor,Financial Services,Mass Customer,N,Yes,15,42681 Carey Alley,2011,NSW,Australia,10,334,0.99875
Haskell,Moxted,Male,81,27-08-1943,1943,78,Civil Engineer,Manufacturing,Mass Customer,N,No,7,2941 Talisman Alley,2145,NSW,Australia,9,334,0.99875
Ebony,Conrad,Female,8,24-10-1999,1999,22,Environmental Tech,Financial Services,Mass Customer,N,Yes,16,990 Hoffman Avenue,3029,VIC,Australia,7,334,0.99875
Lincoln,Boler,Male,53,24-01-1976,1976,45,Chief Design Engineer,n/a,Affluent Customer,N,No,14,5 Summer Ridge Court,3207,VIC,Australia,8,338,0.99609375
Vladimir,Westmerland,Male,18,19-06-1956,1956,65,,Manufacturing,Mass Customer,N,Yes,18,102 Charing Cross Terrace,2640,NSW,Australia,4,338,0.99609375
Kylynn,Drowsfield,Female,80,28-03-1975,1975,46,Editor,n/a,High Net Worth,N,Yes,7,5 Trailsway Avenue,3059,VIC,Australia,9,338,0.99609375
Nicole,Ruckhard,Female,93,09-10-1969,1969,52,Human Resources Manager,Health,Affluent Customer,N,Yes,17,23694 Leroy Place,4560,QLD,Australia,3,341,0.99
Celestina,Lethardy,Female,38,11-12-1968,1968,53,Software Consultant,IT,Mass Customer,N,Yes,11,53 Memorial Street,3163,VIC,Australia,10,341,0.99
Tannie,Petrakov,Male,84,27-11-1951,1951,70,Data Coordiator,IT,Affluent Customer,N,No,10,691 Valley Edge Alley,4078,QLD,Australia,6,341,0.99
Bessy,Saladin,Female,22,22-12-1939,1939,82,VP Marketing,Manufacturing,Mass Customer,N,Yes,16,60073 Pankratz Pass,4075,QLD,Australia,10,341,0.99
Diego,Van den Broek,Male,17,28-09-1964,1964,57,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,13,8 Schlimgen Drive,4055,QLD,Australia,7,345,0.988125
Lucilia,Minshall,Female,71,15-04-1952,1952,69,,IT,Mass Customer,N,Yes,7,0237 Mallard Place,2750,NSW,Australia,8,345,0.988125
Cissiee,Pollington,Female,43,21-07-1941,1941,80,Associate Professor,Property,Mass Customer,N,Yes,7,69710 Northfield Center,2256,NSW,Australia,9,345,0.988125
Eddy,Sturch,Male,22,11-02-1961,1961,60,Software Consultant,Financial Services,High Net Worth,N,Yes,17,1 Kinsman Crossing,4158,QLD,Australia,6,345,0.988125
Caron,Kezar,Female,11,08-08-1953,1953,68,Social Worker,Health,Mass Customer,N,No,5,40553 Rigney Avenue,2835,NSW,Australia,1,349,0.9875
Sandor,Stirland,Male,67,26-05-1981,1981,40,Web Developer IV,Manufacturing,High Net Worth,N,No,12,48578 Farmco Park,3235,VIC,Australia,10,349,0.9875
Gallagher,Bromell,Male,18,02-12-1956,1956,65,Assistant Manager,n/a,Mass Customer,N,No,17,91634 Badeau Crossing,4556,QLD,Australia,8,349,0.9875
Murial,Bulloch,Female,59,01-10-1964,1964,57,,Financial Services,Mass Customer,N,No,13,391 Old Shore Lane,2011,NSW,Australia,6,349,0.9875
Delinda,Ech,Female,74,21-10-1944,1944,77,Environmental Specialist,Argiculture,Mass Customer,N,Yes,17,28 Golf View Terrace,3101,VIC,Australia,10,349,0.9875
Hussein,Tapenden,Male,19,19-10-1953,1953,68,Pharmacist,Health,Affluent Customer,N,Yes,12,0197 Sachs Avenue,2747,NSW,Australia,8,349,0.9875
Giulietta,Garbott,Female,59,27-02-2002,2002,19,Technical Writer,n/a,Affluent Customer,N,Yes,14,48297 Stuart Circle,3810,VIC,Australia,5,355,0.984375
Kaylyn,Jakaway,Female,45,30-07-1980,1980,41,Registered Nurse,Health,Affluent Customer,N,No,10,67 Heath Circle,2290,NSW,Australia,8,356,0.9828125
Brynn,Goodyear,Female,30,10-11-1944,1944,77,Human Resources Manager,Health,Mass Customer,N,Yes,11,3 Sheridan Lane,3075,VIC,Australia,7,356,0.9828125
Otis,,Male,59,11-01-1971,1971,50,Electrical Engineer,Manufacturing,Affluent Customer,N,No,12,04 Oakridge Plaza,2075,NSW,Australia,11,358,0.98
Tamas,Swatman,U,65,,,n/a,Assistant Media Planner,Entertainment,Affluent Customer,N,No,5,78 Clarendon Drive,4551,QLD,Australia,8,358,0.98
Pace,Clemonts,Male,99,28-07-1990,1990,31,Media Manager IV,Retail,High Net Worth,N,No,10,335 Cambridge Hill,3122,VIC,Australia,7,358,0.98
Tracy,Andrejevic,U,71,,,n/a,Programmer II,IT,Mass Customer,N,Yes,11,5675 Burning Wood Trail,3030,VIC,Australia,7,361,0.9775
Muffin,Grigolon,Male,7,31-10-1979,1979,42,Senior Editor,Telecommunications,Mass Customer,N,No,12,4597 Marcy Point,2232,NSW,Australia,10,361,0.9775
Allsun,Biner,Female,67,26-12-1997,1997,24,Nurse Practicioner,Financial Services,Mass Customer,N,Yes,10,9 Walton Way,2641,NSW,Australia,2,361,0.9775
Kenneth,Elleyne,Male,13,03-09-1957,1957,64,Technical Writer,Financial Services,Mass Customer,N,No,13,27429 Dottie Plaza,3145,VIC,Australia,11,361,0.9775
Clotilda,Southers,Female,62,08-11-1999,1999,22,Computer Systems Analyst II,Financial Services,Mass Customer,N,Yes,15,42 Donald Hill,2323,NSW,Australia,4,361,0.9775
Augustus,Bourley,Male,60,17-08-1981,1981,40,,Health,Affluent Customer,N,No,18,3 Hoepker Parkway,4152,QLD,Australia,10,366,0.975
Daisi,Tinwell,Female,84,24-12-1971,1971,50,Business Systems Development Analyst,Financial Services,Mass Customer,N,No,11,19561 Express Street,2777,NSW,Australia,8,366,0.975
Gerik,Woodroof,Male,18,13-06-1959,1959,62,Paralegal,Financial Services,High Net Worth,N,Yes,9,41 Kropf Road,3175,VIC,Australia,7,366,0.975
Claresta,MacConnulty,Female,6,01-10-1957,1957,64,Recruiting Manager,n/a,Mass Customer,N,Yes,20,0516 Fremont Point,2026,NSW,Australia,9,366,0.975
Arty,Fontelles,Male,50,21-10-1994,1994,27,Help Desk Technician,IT,High Net Worth,N,No,4,7872 South Junction,3197,VIC,Australia,4,370,0.97
Giulia,Hazart,Female,57,02-08-1978,1978,43,Help Desk Technician,n/a,Mass Customer,N,No,11,81 Donald Parkway,4218,QLD,Australia,11,371,0.96875
Whit,Emloch,Male,30,20-08-1963,1963,58,Food Chemist,Health,Mass Customer,N,Yes,6,105 Carpenter Court,2220,NSW,Australia,9,372,0.966875
Rowan,Summerly,Male,4,05-07-1974,1974,47,Librarian,Entertainment,Mass Customer,N,No,9,58231 Tomscot Plaza,2209,NSW,Australia,10,372,0.966875
Ian,Rabat,Male,54,04-08-1975,1975,46,Web Designer I,Financial Services,Affluent Customer,N,No,11,3 Loeprich Point,3204,VIC,Australia,11,372,0.966875
Agneta,McAmish,U,66,,,n/a,Structural Analysis Engineer,IT,Mass Customer,N,No,15,5773 Acker Way,4207,QLD,Australia,6,375,0.96
Reginald,Jermy,Male,7,12-09-1960,1960,61,Director of Sales,n/a,High Net Worth,N,Yes,20,540 Katie Street,4128,QLD,Australia,8,375,0.96
Link,Gorini,Male,60,09-11-1974,1974,47,,IT,High Net Worth,N,No,10,9495 Jenna Way,4600,QLD,Australia,2,375,0.96
Harriet,Brattan,Female,81,03-12-1986,1986,35,Human Resources Assistant I,Financial Services,High Net Worth,N,No,2,66 Ruskin Parkway,3579,VIC,Australia,1,378,0.95625
Sada,Branton,Female,34,24-06-1974,1974,47,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,14,9736 Mitchell Pass,3199,VIC,Australia,6,378,0.95625
Jenelle,Mc-Kerley,Female,40,23-01-1942,1942,79,Data Coordiator,Financial Services,Mass Customer,N,Yes,16,9 Springview Terrace,4068,QLD,Australia,5,378,0.95625
Gabrila,Toopin,Female,7,14-01-1963,1963,58,Junior Executive,Manufacturing,Mass Customer,N,No,12,1914 Oakridge Place,2456,NSW,Australia,6,378,0.95625
Almira,Mangion,Female,4,24-01-1996,1996,25,VP Product Management,Financial Services,Affluent Customer,N,Yes,2,179 Anzinger Center,2230,NSW,Australia,12,382,0.95
Arty,Strudwick,Male,85,31-01-1964,1964,57,Data Coordiator,Health,Mass Customer,N,Yes,8,62 Melrose Court,2211,NSW,Australia,10,382,0.95
Alexa,Dillet,Female,65,05-10-1944,1944,77,Product Engineer,Entertainment,Affluent Customer,N,No,17,84650 Novick Point,2261,NSW,Australia,7,382,0.95
Palmer,Heaven,Male,82,18-05-1995,1995,26,Staff Scientist,Financial Services,Affluent Customer,N,Yes,9,5 Hoard Parkway,3754,VIC,Australia,6,382,0.95
Porter,Buckenhill,Male,46,14-06-1954,1954,67,Help Desk Operator,Manufacturing,High Net Worth,N,Yes,9,376 Talmadge Street,4124,QLD,Australia,7,386,0.945625
Kizzee,Kemston,Female,11,29-09-1961,1961,60,,Health,Mass Customer,N,No,13,5979 Green Ridge Way,2767,NSW,Australia,8,386,0.945625
Isadora,Ducker,Female,15,25-08-1973,1973,48,Account Executive,n/a,Affluent Customer,N,Yes,8,2972 Holy Cross Crossing,3153,VIC,Australia,5,386,0.945625
Giffie,Offill,Male,51,02-03-1993,1993,28,Structural Engineer,Telecommunications,Affluent Customer,N,No,5,89 Riverside Court,4740,QLD,Australia,3,386,0.945625
Fara,Sarath,Female,75,30-06-1948,1948,73,Quality Control Specialist,n/a,Mass Customer,N,No,22,540 Forest Run Plaza,2168,NSW,Australia,7,386,0.945625
Carolann,Raatz,Female,25,26-02-1979,1979,42,Chief Design Engineer,n/a,High Net Worth,N,No,21,817 Bunker Hill Place,3977,VIC,Australia,6,386,0.945625
Tamar,Windmill,Female,92,28-08-1939,1939,82,Senior Editor,Manufacturing,Affluent Customer,N,No,10,4669 Troy Place,2207,NSW,Australia,10,386,0.945625
Kipp,Stockport,Male,36,10-12-1982,1982,39,Data Coordiator,Retail,Mass Customer,N,Yes,6,02 Roth Drive,2022,NSW,Australia,11,386,0.945625
Packston,Wackett,Male,10,26-04-1950,1950,71,Quality Engineer,Financial Services,Mass Customer,N,No,19,7 Northridge Court,3192,VIC,Australia,9,386,0.945625
Hanson,Eastes,Male,74,20-05-1990,1990,31,,Manufacturing,Mass Customer,N,Yes,5,5735 Starling Plaza,3056,VIC,Australia,9,395,0.94
Demetria,Bausor,Female,73,22-12-1961,1961,60,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,9,97 Transport Plaza,2097,NSW,Australia,12,396,0.9375
Lura,Fawdrie,Female,66,17-01-2002,2002,19,VP Sales,Health,Mass Customer,N,Yes,4,67183 Anniversary Parkway,4211,QLD,Australia,3,396,0.9375
Nora,Anselm,Female,84,05-01-1961,1961,60,,Entertainment,High Net Worth,N,Yes,15,2 Emmet Parkway,4342,QLD,Australia,5,396,0.9375
Estevan,Eastment,Male,54,09-08-1942,1942,79,Environmental Specialist,Health,Mass Customer,N,Yes,21,61926 Tomscot Hill,2019,NSW,Australia,8,396,0.9375
Aloysius,Glowacz,Male,72,24-03-1979,1979,42,Financial Advisor,Financial Services,Affluent Customer,N,No,18,07 Susan Lane,2232,NSW,Australia,10,396,0.9375
Bastien,Ibbeson,Male,53,04-11-1976,1976,45,Software Consultant,IT,Mass Customer,N,No,12,43094 Kedzie Pass,2487,NSW,Australia,5,401,0.935
Otha,Langworthy,Female,91,20-01-1967,1967,54,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,13,678 Lyons Trail,3130,VIC,Australia,10,401,0.935
Gannie,Bargh,Male,56,13-02-1955,1955,66,Analyst Programmer,n/a,Mass Customer,N,Yes,13,1832 Burning Wood Place,3201,VIC,Australia,7,401,0.935
Dwayne,Doel,Male,80,21-01-1978,1978,43,Cost Accountant,Financial Services,Affluent Customer,N,Yes,17,5642 Debs Terrace,2223,NSW,Australia,11,401,0.935
Leese,Huckleby,Female,67,10-09-1977,1977,44,Help Desk Operator,Manufacturing,High Net Worth,N,Yes,16,73 Riverside Trail,3777,VIC,Australia,7,405,0.93
Dodi,Kiggel,Female,5,15-08-1980,1980,41,,Financial Services,Mass Customer,N,Yes,13,05 Everett Trail,2114,NSW,Australia,11,405,0.93
Kippar,Brimilcome,Male,21,29-11-1938,1938,83,Graphic Designer,Health,Mass Customer,N,No,19,082 Welch Lane,2089,NSW,Australia,11,405,0.93
Corinna,Beretta,Female,24,29-02-1996,1996,25,Programmer III,Health,High Net Worth,N,No,12,72 Mccormick Circle,3023,VIC,Australia,7,408,0.9296875
Laurie,Odlin,Female,75,08-03-1983,1983,38,Social Worker,Health,High Net Worth,N,No,10,15669 Arizona Trail,3194,VIC,Australia,10,409,0.925
Mair,Erett,Female,15,05-12-1957,1957,64,Speech Pathologist,n/a,Affluent Customer,N,No,18,79 Armistice Parkway,2117,NSW,Australia,7,409,0.925
Marcelia,Copins,Female,81,15-03-1946,1946,75,,n/a,Mass Customer,N,Yes,21,330 Melby Terrace,2259,NSW,Australia,8,409,0.925
Tanner,Terlinden,Male,84,09-12-1995,1995,26,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,14,2637 Monument Trail,3106,VIC,Australia,11,409,0.925
Hilliard,Dullard,Male,65,18-07-1954,1954,67,Civil Engineer,Manufacturing,Mass Customer,N,No,17,37919 Old Gate Park,2163,NSW,Australia,8,409,0.925
Justinn,Haruard,Female,48,28-08-1958,1958,63,Health Coach IV,Health,High Net Worth,N,No,11,00 Judy Terrace,2035,NSW,Australia,12,414,0.924375
Wyn,Meach,Male,37,10-09-1938,1938,83,,Manufacturing,Mass Customer,N,No,9,79 Armistice Junction,2765,NSW,Australia,9,415,0.921875
Art,Shardlow,Male,57,15-10-1963,1963,58,Data Coordiator,Argiculture,Mass Customer,N,Yes,15,7 Clemons Circle,4350,QLD,Australia,2,415,0.921875
Dennis,Varnham,Male,57,17-05-1953,1953,68,Assistant Media Planner,Entertainment,Affluent Customer,N,No,17,6455 Mayfield Street,3350,VIC,Australia,3,415,0.921875
Freddi,Litherborough,Female,46,14-01-1989,1989,32,Product Engineer,Financial Services,Mass Customer,N,No,7,7873 Meadow Vale Plaza,2460,NSW,Australia,3,418,0.918
Salomon,Perkins,Male,76,12-01-1998,1998,23,Engineer IV,Financial Services,Affluent Customer,N,Yes,1,45 Banding Hill,2009,NSW,Australia,10,419,0.91640625
Sherill,,Female,33,18-12-1991,1991,30,Information Systems Manager,Financial Services,Mass Customer,N,No,3,53 Moulton Avenue,2880,NSW,Australia,1,420,0.91375
Queenie,Learie,Female,90,24-01-1948,1948,73,,Property,Mass Customer,N,No,12,7 Sauthoff Park,2073,NSW,Australia,11,420,0.91375
Etan,Prinett,Male,97,21-01-1970,1970,51,Operator,Argiculture,Mass Customer,N,Yes,10,9082 Waywood Avenue,2250,NSW,Australia,8,420,0.91375
Donaugh,Benedict,Male,3,01-12-1991,1991,30,Systems Administrator III,Property,Mass Customer,N,No,12,30049 Brown Road,2233,NSW,Australia,9,420,0.91375
Harwell,Kleinstein,Male,87,18-10-1993,1993,28,Sales Representative,Retail,Affluent Customer,N,No,15,7 Huxley Trail,3818,VIC,Australia,5,420,0.91375
Cheston,Hritzko,Male,70,08-11-1945,1945,76,Software Engineer III,Manufacturing,Mass Customer,N,Yes,19,3 Service Center,2127,NSW,Australia,9,420,0.91375
Suzy,Trounson,Female,13,19-07-1947,1947,74,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,20,0627 Golf Center,4152,QLD,Australia,9,420,0.91375
Jobie,Runacres,Female,96,08-01-1975,1975,46,Developer IV,n/a,Mass Customer,N,Yes,18,24960 Shopko Crossing,2528,NSW,Australia,7,427,0.9125
Guenna,Filisov,Female,52,09-02-1969,1969,52,Chemical Engineer,Manufacturing,High Net Worth,N,No,13,43 Stoughton Drive,2154,NSW,Australia,9,427,0.9125
Opal,Cleare,Female,6,26-09-1977,1977,44,Database Administrator II,Property,Affluent Customer,N,Yes,20,247 Blue Bill Park Parkway,2066,NSW,Australia,9,429,0.91
Ottilie,Wanless,Female,51,10-11-1940,1940,81,Environmental Specialist,n/a,Affluent Customer,N,No,8,2 David Pass,2720,NSW,Australia,4,430,0.9095
Kipper,Circuit,Male,23,12-12-1974,1974,47,Research Assistant IV,Argiculture,Mass Customer,N,Yes,4,3867 Barby Hill,2140,NSW,Australia,8,430,0.9095
Marilin,Frome,Female,58,22-12-1975,1975,46,Account Executive,IT,Mass Customer,N,Yes,17,52 Bobwhite Court,2219,NSW,Australia,9,430,0.9095
Arel,Abramovitz,Male,72,12-11-1957,1957,64,Nurse Practicioner,Health,Mass Customer,N,No,16,32249 Sycamore Way,4650,QLD,Australia,4,433,0.90625
Kit,Easdon,Male,61,26-10-1978,1978,43,Director of Sales,Property,Affluent Customer,N,No,12,3 Roth Junction,3156,VIC,Australia,8,433,0.90625
Gregg,Aimeric,U,52,,,n/a,Internal Auditor,IT,Mass Customer,N,No,7,72423 Surrey Street,3753,VIC,Australia,5,433,0.90625
Skipp,Swales,Male,15,14-11-1973,1973,48,Community Outreach Specialist,Entertainment,High Net Worth,N,Yes,22,76 Green Ridge Drive,3029,VIC,Australia,7,436,0.903125
Frederich,Glantz,Male,37,27-08-1997,1997,24,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes,10,9 Glacier Hill Circle,2762,NSW,Australia,8,436,0.903125
Rodolph,Denniss,Male,28,07-08-1974,1974,47,Geologist III,Property,Affluent Customer,N,Yes,7,91281 Transport Center,3356,VIC,Australia,2,436,0.903125
Craggie,Dering,Male,47,05-10-1952,1952,69,Actuary,Financial Services,Mass Customer,N,No,7,11 Paget Road,2125,NSW,Australia,10,436,0.903125
Johna,Bunker,U,93,,,n/a,Tax Accountant,IT,Mass Customer,N,Yes,14,3686 Waubesa Way,3065,VIC,Australia,6,436,0.903125
Giralda,MacPeake,Female,59,04-04-1941,1941,80,Librarian,Entertainment,High Net Worth,N,Yes,14,6 Killdeer Way,2705,NSW,Australia,1,441,0.901
Rodney,Trethewey,Male,16,17-03-1997,1997,24,Software Consultant,Financial Services,Affluent Customer,N,No,15,737 Service Lane,3030,VIC,Australia,8,441,0.901
Theresina,,Female,30,01-03-1987,1987,34,General Manager,Argiculture,Mass Customer,N,Yes,14,253 Katie Junction,2650,NSW,Australia,2,441,0.901
Gleda,Howerd,Female,59,22-01-1964,1964,57,Senior Developer,IT,Mass Customer,N,No,6,481 Moulton Place,2440,NSW,Australia,2,444,0.9
Melany,Ladewig,Female,76,17-05-1972,1972,49,Research Associate,Financial Services,Mass Customer,N,Yes,10,3864 Sheridan Alley,4130,QLD,Australia,7,444,0.9
Claudell,Rounsefell,Male,67,27-11-1993,1993,28,VP Sales,Financial Services,Affluent Customer,N,No,8,61416 Karstens Place,4217,QLD,Australia,5,444,0.9
Garwin,Nurden,Male,54,19-04-1958,1958,63,Programmer I,Property,High Net Worth,N,Yes,5,0 Union Parkway,3142,VIC,Australia,11,444,0.9
Bunny,Leebetter,Female,83,30-04-1966,1966,55,Quality Engineer,Manufacturing,High Net Worth,N,Yes,8,4 Lukken Lane,4301,QLD,Australia,4,444,0.9
Matias,Melloi,Male,61,03-02-1977,1977,44,Legal Assistant,Retail,Affluent Customer,N,No,11,1507 Schlimgen Trail,2155,NSW,Australia,10,444,0.9
Sada,Dowyer,Female,47,22-11-1998,1998,23,Human Resources Manager,n/a,High Net Worth,N,Yes,3,4 Meadow Ridge Place,2090,NSW,Australia,10,450,0.9
Anet,Roseman,Female,84,24-11-1996,1996,25,Programmer Analyst III,Financial Services,Mass Customer,N,No,9,31 Melody Circle,3814,VIC,Australia,4,450,0.9
Katie,Warhurst,Female,0,02-12-1991,1991,30,Help Desk Operator,Retail,High Net Worth,N,Yes,14,96 Rutledge Drive,3064,VIC,Australia,5,450,0.9
Celia,Bryden,Female,12,06-04-1943,1943,78,Chemical Engineer,Manufacturing,High Net Worth,N,No,21,2905 Towne Place,2114,NSW,Australia,9,450,0.9
Stearne,Trolley,Male,42,01-02-1982,1982,39,Automation Specialist IV,Financial Services,High Net Worth,N,No,14,638 Caliangt Avenue,2137,NSW,Australia,11,450,0.9
Tristam,Larose,Male,70,29-01-1985,1985,36,VP Accounting,Financial Services,Mass Customer,N,No,17,9645 Moose Terrace,2137,NSW,Australia,11,455,0.8925
Laurena,,Female,21,31-07-1961,1961,60,VP Sales,n/a,High Net Worth,N,No,10,7 Messerschmidt Crossing,3810,VIC,Australia,6,455,0.8925
Heloise,Fairpool,Female,17,07-09-1976,1976,45,Information Systems Manager,Manufacturing,High Net Worth,N,No,17,005 Loeprich Way,4680,QLD,Australia,3,455,0.8925
Dory,Malpass,Female,19,27-08-1972,1972,49,,n/a,Affluent Customer,N,Yes,13,3653 Steensland Road,4103,QLD,Australia,8,455,0.8925
Marcellina,Baynton,Female,60,11-03-1947,1947,74,Software Engineer III,Financial Services,Mass Customer,N,No,16,56 Comanche Terrace,3141,VIC,Australia,10,455,0.8925
Gregorius,Leal,Male,7,29-04-1951,1951,70,,Retail,Affluent Customer,N,Yes,21,66 Merry Court,2033,NSW,Australia,12,455,0.8925
Deana,Canton,Female,67,25-11-1974,1974,47,,Property,Mass Customer,N,Yes,14,92 Ludington Street,4301,QLD,Australia,3,455,0.8925
Kori,Sparsholt,Female,59,19-05-1940,1940,81,Office Assistant II,n/a,Mass Customer,N,Yes,19,37 Rigney Park,2171,NSW,Australia,9,455,0.8925
Lucky,Klainman,Female,24,26-11-1947,1947,74,Chief Design Engineer,Retail,Mass Customer,N,No,8,0796 Barnett Plaza,3758,VIC,Australia,4,455,0.8925
Erasmus,Olenchenko,Male,56,03-02-1965,1965,56,Software Test Engineer IV,Property,Mass Customer,N,Yes,5,415 Rockefeller Trail,2484,NSW,Australia,7,464,0.890625
Carita,Sand,Female,25,20-03-1977,1977,44,Quality Engineer,Retail,Mass Customer,N,No,16,846 Loftsgordon Crossing,2154,NSW,Australia,11,464,0.890625
Lynnett,Tipper,Female,22,03-08-1993,1993,28,Social Worker,Health,High Net Worth,N,Yes,2,9 Ridgeview Avenue,3109,VIC,Australia,10,466,0.89
Thorn,Stigers,Male,42,19-05-1972,1972,49,Business Systems Development Analyst,Financial Services,Mass Customer,N,No,19,6218 Delladonna Parkway,4115,QLD,Australia,8,466,0.89
Lela,Billing,Female,38,17-12-1970,1970,51,Programmer Analyst III,n/a,Mass Customer,N,Yes,18,095 Glacier Hill Circle,2571,NSW,Australia,7,468,0.88984375
Norah,Mapis,Female,75,09-12-2000,2000,21,Assistant Manager,Argiculture,Mass Customer,N,No,10,057 Victoria Crossing,2263,NSW,Australia,9,468,0.88984375
Moina,Rosenbaum,Female,50,04-08-2001,2001,20,Graphic Designer,IT,Mass Customer,N,No,14,0 Memorial Road,3109,VIC,Australia,10,468,0.88984375
Ceciley,Harg,Female,50,19-10-1990,1990,31,Nurse Practicioner,Retail,Mass Customer,N,Yes,4,409 Starling Lane,4172,QLD,Australia,7,471,0.8875
Torry,de la Valette Parisot,Male,95,14-03-1967,1967,54,VP Marketing,Telecommunications,Mass Customer,N,Yes,18,36963 Pierstorff Terrace,3168,VIC,Australia,9,471,0.8875
Sigismund,Sedger,Male,9,29-11-1999,1999,22,Accountant II,Manufacturing,Affluent Customer,N,No,7,8069 Sunbrook Way,2155,NSW,Australia,10,473,0.884
Irvine,Headon,Male,99,21-04-1956,1956,65,Geologist III,IT,Affluent Customer,N,Yes,20,9 Hovde Way,2322,NSW,Australia,5,473,0.884
Laurie,,Male,31,28-07-1979,1979,42,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,15,94 Barby Lane,2210,NSW,Australia,10,475,0.881875
Tomkin,Bernlin,Male,7,29-12-2001,2001,20,Food Chemist,Health,Affluent Customer,N,Yes,9,0492 Kings Street,2480,NSW,Australia,3,475,0.881875
Genni,Fanstone,Female,25,29-07-1972,1972,49,Administrative Assistant II,Entertainment,Mass Customer,N,No,16,1 Fair Oaks Alley,3149,VIC,Australia,10,475,0.881875
Blondie,,Female,43,03-10-1995,1995,26,Actuary,Financial Services,High Net Worth,N,No,11,780 Norway Maple Hill,2565,NSW,Australia,8,478,0.88
Aloysius,Killingsworth,Male,89,14-02-1957,1957,64,VP Quality Control,n/a,Mass Customer,N,No,12,625 Mandrake Junction,2145,NSW,Australia,9,478,0.88
Carola,Philler,Female,73,30-04-1951,1951,70,Dental Hygienist,Health,High Net Worth,N,No,15,1037 Roth Park,2145,NSW,Australia,7,478,0.88
Fitzgerald,Hellikes,Male,25,28-07-1979,1979,42,Media Manager IV,Health,Mass Customer,N,Yes,10,315 Center Park,3040,VIC,Australia,7,478,0.88
Ingmar,Okenden,Male,97,01-03-1959,1959,62,Compensation Analyst,Financial Services,Mass Customer,N,Yes,8,1 Graceland Plaza,3216,VIC,Australia,2,478,0.88
Tina,Dunstan,Female,13,06-03-1939,1939,82,Account Representative IV,Retail,Affluent Customer,N,No,13,98555 Victoria Hill,2171,NSW,Australia,7,483,0.8765625
Huberto,Mollatt,Male,82,27-08-1961,1961,60,Programmer IV,n/a,Mass Customer,N,Yes,14,31121 Pierstorff Center,2770,NSW,Australia,7,483,0.8765625
Georgi,,Male,29,14-01-1970,1970,51,Assistant Manager,Manufacturing,High Net Worth,N,No,11,59 Garrison Terrace,3215,VIC,Australia,4,485,0.8755
Adolpho,Bellerby,Male,46,25-10-1944,1944,77,VP Sales,Financial Services,High Net Worth,N,Yes,13,2763 Buhler Circle,4305,QLD,Australia,4,486,0.875
Kelsey,Hatt,Female,69,27-06-1966,1966,55,Senior Sales Associate,Financial Services,High Net Worth,N,No,8,309 Maple Wood Pass,3930,VIC,Australia,6,486,0.875
Lucien,,Male,83,14-09-1966,1966,55,,Financial Services,High Net Worth,N,Yes,19,777 Fairfield Court,4305,QLD,Australia,3,486,0.875
Ariel,McCloid,Male,4,13-03-1994,1994,27,Human Resources Manager,n/a,High Net Worth,N,Yes,6,99 Quincy Parkway,3630,VIC,Australia,1,486,0.875
Bevvy,Openshaw,Female,68,15-06-1975,1975,46,Staff Scientist,n/a,Affluent Customer,N,Yes,10,902 Westend Lane,2318,NSW,Australia,3,486,0.875
Alexina,Mabley,Female,72,12-10-1975,1975,46,Web Designer IV,Manufacturing,Mass Customer,N,Yes,10,9 Rieder Junction,2573,NSW,Australia,9,486,0.875
Dawn,Pyffe,Female,56,28-05-1965,1965,56,Media Manager III,Retail,Mass Customer,N,No,11,734 Veith Way,3155,VIC,Australia,8,492,0.87125
Claudette,Renackowna,Female,55,11-02-1996,1996,25,Administrative Officer,Manufacturing,Mass Customer,N,No,2,0800 Dahle Alley,2148,NSW,Australia,8,492,0.87125
Elianora,Poolton,Female,15,14-06-1944,1944,77,Programmer II,n/a,Mass Customer,N,Yes,21,5 Macpherson Drive,3134,VIC,Australia,9,494,0.867
Park,,Male,39,08-11-1977,1977,44,Nurse Practicioner,IT,Affluent Customer,N,No,14,07 Boyd Drive,4350,QLD,Australia,7,495,0.86328125
Anthony,Lindstrom,Male,86,01-11-1997,1997,24,Geologist IV,Financial Services,Affluent Customer,N,Yes,10,427 Oak Avenue,2205,NSW,Australia,10,495,0.86328125
